,university,career,inscription_date,last_name,first_name,gender,fecha_nacimiento,age,postal_code,location,email,_dob,_doi,_hoy,_age_hoy,_age_ins,_diff_hoy_ins,_age_ins_1,_age_ins_2
1002,univ. nacional del comahue,bioquímica,2020-09-13,jacobson,rodney,male,1992-02-17,28,7136,adela,westjoseph@hotmail.com,1992-02-17,2020-09-13,2022-11-14 01:19:50.794925,30.741371688714583,28.572797524932067,2.168574163782516,28.572797524932067,28.572797524932067
1003,univ. nacional del comahue,licenciatura en gestión de agroalimentos,2020-10-20,strong,kaitlyn,female,2018-10-18,57,4147,alto las lechuzas,tnichols@yahoo.com,2018-10-18,2020-10-20,2022-11-14 01:19:50.794925,4.074157440646517,2.006885836122576,2.067271604523941,,57.21491448898482
1004,univ. nacional del comahue,licenciatura en ciencia y tecnología de alimentos,2020-12-26,hayes,kimberly,female,2006-01-31,57,3056,campo coubert,tracey11@yahoo.com,2006-01-31,2020-12-26,2022-11-14 01:19:50.794925,16.786259674094158,14.902427839038447,1.8838318350557106,,57.21491448898482
1005,univ. nacional del comahue,licenciatura en ciencias biológicas,2020-10-04,jordan,daniel,male,1969-01-19,51,2214,aldao,shatfield@hotmail.com,1969-01-19,2020-10-04,2022-11-14 01:19:50.794925,53.81918985062072,51.70811173398496,2.1110781166357597,51.70811173398496,51.70811173398496
1006,univ. nacional del comahue,diseño de imagen y sonido,2020-10-29,smith,phillip,male,1951-07-26,69,1778,ciudad evita,kjones@yahoo.com,1951-07-26,2020-10-29,2022-11-14 01:19:50.794925,71.30620190425631,69.26357146279527,2.042630441461043,69.26357146279527,69.26357146279527
1007,univ. nacional del comahue,arquitectura,2021-01-11,ellis,raymond,male,2005-04-07,15,3061,antonio pini,vincent52@hotmail.com,2005-04-07,2021-01-11,2022-11-14 01:19:50.794925,17.604893869183723,15.764868546239827,1.8400253229438963,15.764868546239827,15.764868546239827
1008,univ. nacional del comahue,licenciatura en gestión de agroalimentos,2021-01-06,thornton,danielle,female,1959-05-01,61,6439,bonifacio,nking@hotmail.com,1959-05-01,2021-01-06,2022-11-14 01:19:50.794925,63.54149763243691,61.687782774458064,1.8537148579788436,61.687782774458064,61.687782774458064
1009,univ. nacional del comahue,medicina,2020-11-10,martinez,stacy,female,2006-04-01,57,1617,el talar,david65@gmail.com,2006-04-01,2020-11-10,2022-11-14 01:19:50.794925,16.621985253674847,14.612209696297665,2.009775557377182,,57.21491448898482
1010,univ. nacional del comahue,contador público,2020-10-18,martinez,christopher,male,1923-04-08,97,6513,colonia las yescas,michael37@hotmail.com,1923-04-08,2020-10-18,2022-11-14 01:19:50.794925,99.60520872848953,97.53246130995161,2.072747418537915,97.53246130995161,97.53246130995161
1011,univ. nacional del comahue,licenciatura en ciencia política,2020-11-29,edwards,brian,male,1952-12-15,67,8508,ambrosio p lezica,bernardbrian@gmail.com,1952-12-15,2020-11-29,2022-11-14 01:19:50.794925,69.91534514470615,67.95758982046175,1.9577553242444026,67.95758982046175,67.95758982046175
1012,univ. nacional del comahue,diseño industrial,2020-11-29,sims,paul,male,1993-03-20,27,6628,colonia zambungo,brandidalton@hotmail.com,1993-03-20,2020-11-29,2022-11-14 01:19:50.794925,29.654422606940145,27.696667282695742,1.9577553242444026,27.696667282695742,27.696667282695742
1013,univ. nacional del comahue,licenciatura en psicología,2020-11-09,smith,christina,female,1978-01-13,42,2828,colonia nueva montevideo,stephanie41@hotmail.com,1978-01-13,2020-11-09,2022-11-14 01:19:50.794925,44.83611696069142,42.82360349630725,2.0125134643841704,42.82360349630725,42.82360349630725
1014,univ. nacional del comahue,técnico para bioterios,2020-11-22,colon,matthew,male,1944-05-22,76,6213,lote 11 escuela 107,piercenicolas@gmail.com,1944-05-22,2020-11-22,2022-11-14 01:19:50.794925,78.48225616957319,76.50533549627987,1.9769206732933213,76.50533549627987,76.50533549627987
1015,univ. nacional del comahue,licenciatura en ciencias antropológicas,2020-11-13,hughes,nancy,female,1913-08-17,107,5442,ambas puntillas,evancooper@yahoo.com,1913-08-17,2020-11-13,2022-11-14 01:19:50.794925,109.24537930009606,107.24381746373984,2.001561836356217,107.24381746373984,107.24381746373984
1016,univ. nacional del comahue,licenciatura en musicoterapia,2020-09-07,page,emily,female,1946-07-09,74,2705,haras san jacinto,robert29@hotmail.com,1946-07-09,2020-09-07,2022-11-14 01:19:50.794925,76.35216451813614,74.16716291231168,2.1850016058244535,74.16716291231168,74.16716291231168
1017,univ. nacional del comahue,actuario,2021-01-23,wiley,charles,male,1919-03-23,101,3440,barrio villa cordoba,ashleysanchez@gmail.com,1919-03-23,2021-01-23,2022-11-14 01:19:50.794925,103.64909737781156,101.84192693895152,1.807170438860041,101.84192693895152,101.84192693895152
1018,univ. nacional del comahue,ingeniería mecánica,2021-01-12,mason,melanie,female,1933-04-08,87,9421,frigorifico cap,taylorbrittany@yahoo.com,1933-04-08,2021-01-12,2022-11-14 01:19:50.794925,89.60363443196051,87.7663470160236,1.8372874159369132,87.7663470160236,87.7663470160236
1019,univ. nacional del comahue,licenciatura en ciencias biológicas,2020-10-02,adams,john,male,1940-10-17,79,8144,colonia monte la plata,ktorres@yahoo.com,1940-10-17,2020-10-02,2022-11-14 01:19:50.794925,82.07712806974911,79.96057413909936,2.1165539306497436,79.96057413909936,79.96057413909936
1020,univ. nacional del comahue,licenciatura en gestión de agroalimentos,2020-10-31,bishop,deborah,female,2016-12-25,57,3232,cabred,qalvarez@yahoo.com,2016-12-25,2020-10-31,2022-11-14 01:19:50.794925,5.886651879272909,3.849497251825842,2.0371546274470673,,57.21491448898482
1021,univ. nacional del comahue,licenciatura en gestión de agroalimentos,2020-12-22,aguilar,alexander,male,1961-04-17,59,6559,recalde,kellyangela@hotmail.com,1961-04-17,2020-12-22,2022-11-14 01:19:50.794925,61.578418308426144,59.683634845342475,1.8947834630836695,59.683634845342475,59.683634845342475
1022,univ. nacional del comahue,licenciatura en psicología,2020-12-05,ashley,jonathan,male,1931-12-17,88,4707,chañarcito,steven16@hotmail.com,1931-12-17,2020-12-05,2022-11-14 01:19:50.794925,90.91235398130101,88.97102609909854,1.9413278822024722,88.97102609909854,88.97102609909854
1023,univ. nacional del comahue,licenciatura en producción de bioimagenes,2021-01-22,ochoa,todd,male,1944-01-11,77,6551,juan f ibarra,lmcmahon@yahoo.com,1944-01-11,2021-01-22,2022-11-14 01:19:50.794925,78.84365989449567,77.03375154862866,1.809908345867015,77.03375154862866,77.03375154862866
1024,univ. nacional del comahue,ingeniería electrónica,2020-12-08,kim,tiffany,female,1957-03-17,63,3474,chavarria,wrightkristopher@yahoo.com,1957-03-17,2020-12-08,2022-11-14 01:19:50.794925,65.663375562853,63.73026140167149,1.9331141611815141,63.73026140167149,63.73026140167149
1025,univ. nacional del comahue,licenciatura en terapia ocupacional,2020-10-07,baker,carolyn,female,1952-02-01,68,4653,casira,qingram@hotmail.com,1952-02-01,2020-10-07,2022-11-14 01:19:50.794925,70.7859995729285,68.6831351773137,2.1028643956148017,68.6831351773137,68.6831351773137
1026,univ. nacional del comahue,ingeniería en informática,2020-09-06,hughes,valerie,female,1941-06-05,79,7203,chapaleufu,smcdonald@gmail.com,1941-06-05,2020-09-06,2022-11-14 01:19:50.794925,81.44467155113476,79.25693203830332,2.187739512831442,79.25693203830332,79.25693203830332
1027,univ. nacional del comahue,licenciatura en kinesiología y fisiatría,2020-11-16,spears,stacey,female,1995-07-20,25,7009,iraola,robert87@yahoo.com,1995-07-20,2020-11-16,2022-11-14 01:19:50.794925,27.321725836985937,25.328377721650686,1.9933481153352517,25.328377721650686,25.328377721650686
1028,univ. nacional del comahue,licenciatura en ciencias geológicas,2020-10-29,miller,gerald,male,1990-12-15,29,6315,colonia baron,jacobsthomas@gmail.com,1990-12-15,2020-10-29,2022-11-14 01:19:50.794925,31.915933794712654,29.873303353251607,2.0426304414610463,29.873303353251607,29.873303353251607
1029,univ. nacional del comahue,licenciatura en ciencias de la computación,2020-09-08,simpson,michael,male,1910-08-26,110,6652,olascoaga,davidgaines@yahoo.com,1910-08-26,2020-09-08,2022-11-14 01:19:50.794925,112.22148421669257,110.03922051787511,2.182263698817465,110.03922051787511,110.03922051787511
1030,univ. nacional del comahue,ingeniería mecánica,2020-12-29,dean,jason,male,1916-02-23,104,6403,badano,austincarlson@hotmail.com,1916-02-23,2020-12-29,2022-11-14 01:19:50.794925,106.72650485366664,104.85088673963189,1.8756181140347508,104.85088673963189,104.85088673963189
1031,univ. nacional del comahue,licenciatura en ciencias de la educación,2020-09-20,thomas,rita,female,2007-05-01,57,4237,cortaderas,jacobwarren@yahoo.com,2007-05-01,2020-09-20,2022-11-14 01:19:50.794925,15.540511985914387,13.391103171180792,2.1494088147335955,,57.21491448898482
1032,univ. nacional del comahue,técnico para bioterios,2020-10-29,ramos,peter,male,2020-01-18,57,7517,juan e barra,xortega@hotmail.com,2020-01-18,2020-10-29,2022-11-14 01:19:50.794925,2.822933938452769,0.7803034969917246,2.0426304414610446,,57.21491448898482
1033,univ. nacional del comahue,actuario,2021-01-13,moore,stephen,male,1905-12-16,115,5276,baldes de pacheco,randy37@yahoo.com,1905-12-16,2021-01-13,2022-11-14 01:19:50.794925,116.91425682667088,115.07970731774095,1.8345495089299249,115.07970731774095,115.07970731774095
1034,univ. nacional del comahue,contador público,2020-10-01,thomas,william,male,1979-02-27,41,3061,antonio pini,housealex@gmail.com,1979-02-27,2020-10-01,2022-11-14 01:19:50.794925,43.713575087826136,41.59428325016941,2.119291837656725,41.59428325016941,41.59428325016941
1035,univ. nacional del comahue,licenciatura en musicoterapia,2020-10-25,wilson,megan,female,1907-02-09,113,7513,adolfo gonzales chaves,woodstephanie@yahoo.com,1907-02-09,2020-10-25,2022-11-14 01:19:50.794925,115.7643358837357,113.7107538142467,2.0535820694889964,113.7107538142467,113.7107538142467
1036,univ. nacional del comahue,técnico para bioterios,2020-10-13,poole,kimberly,female,1914-10-02,106,5601,capitan montoya,uoconnor@hotmail.com,1914-10-02,2020-10-13,2022-11-14 01:19:50.794925,108.12009952022379,106.03366256665092,2.0864369535728713,106.03366256665092,106.03366256665092
1037,univ. nacional del comahue,licenciatura en psicología,2020-11-29,guzman,denise,female,1926-08-19,94,2713,manuel ocampo,andrewssamuel@yahoo.com,1926-08-19,2020-11-29,2022-11-14 01:19:50.794925,96.24032101690065,94.28256569265625,1.9577553242444026,94.28256569265625,94.28256569265625
1038,univ. nacional del comahue,licenciatura en ciencias geológicas,2020-10-29,sims,aaron,male,1984-04-19,36,5276,baldes de pacheco,msmith@gmail.com,1984-04-19,2020-10-29,2022-11-14 01:19:50.794925,38.57178572870171,36.52915528724067,2.042630441461043,36.52915528724067,36.52915528724067
1039,univ. nacional del comahue,licenciatura en relaciones del trabajo,2020-11-01,harper,samantha,female,2005-02-03,15,1765,isidro casanova,asmith@hotmail.com,2005-02-03,2020-11-01,2022-11-14 01:19:50.794925,17.777382010624,15.74296529018392,2.0344167204400794,15.74296529018392,15.74296529018392
1040,univ. nacional del comahue,contador público,2021-01-05,nguyen,tyler,male,1998-02-19,22,2501,berretta,prubio@yahoo.com,1998-02-19,2021-01-05,2022-11-14 01:19:50.794925,24.7344037153818,22.87795095039597,1.8564527649858285,22.87795095039597,22.87795095039597
1041,univ. nacional del comahue,licenciatura en sociología,2020-12-14,sanchez,victoria,female,1993-03-16,27,1623,barrio garin norte,qclarke@yahoo.com,1993-03-16,2020-12-14,2022-11-14 01:19:50.794925,29.6653742349681,27.748687515828525,1.9166867191395767,27.748687515828525,27.748687515828525
1042,univ. nacional del comahue,agronomía,2021-01-23,williams,roberta,female,1915-01-20,106,6387,caleufu,michellewillis@hotmail.com,1915-01-20,2021-01-23,2022-11-14 01:19:50.794925,107.81892974945505,106.01175931059501,1.807170438860041,106.01175931059501,106.01175931059501
1043,univ. nacional del comahue,licenciatura en ciencia política,2020-11-22,miller,chris,male,1991-07-16,29,8340,aguada florencio,caseysharon@yahoo.com,1991-07-16,2020-11-22,2022-11-14 01:19:50.794925,31.3327596022241,29.35583892893078,1.9769206732933213,29.35583892893078,29.35583892893078
1044,univ. nacional del comahue,licenciatura en musicoterapia,2020-11-11,allen,kyle,male,2011-01-10,57,6474,campo aristimuño,christopher88@hotmail.com,2011-01-10,2020-11-11,2022-11-14 01:19:50.794925,11.844337526479903,9.837299876109707,2.0070376503701954,,57.21491448898482
1045,univ. nacional del comahue,licenciatura en administración,2020-11-07,williams,natalie,female,1933-03-07,87,7507,el bombero,pbuck@hotmail.com,1933-03-07,2020-11-07,2022-11-14 01:19:50.794925,89.69124745618414,87.673258177786,2.0179892783981472,87.673258177786,87.673258177786
1046,univ. nacional del comahue,licenciatura en ciencias biológicas,2021-01-16,anderson,nathan,male,1921-10-29,99,6075,arenaza,parkerwilliam@gmail.com,1921-10-29,2021-01-16,2022-11-14 01:19:50.794925,101.04534781416548,99.21901202625652,1.8263357879089597,99.21901202625652,99.21901202625652
1047,univ. nacional del comahue,licenciatura en ciencias geológicas,2020-12-21,oconnor,karen,female,1931-06-22,89,9051,aguada a pique,gyoung@gmail.com,1931-06-22,2020-12-21,2022-11-14 01:19:50.794925,91.39970142854497,89.50218005845431,1.897521370090658,89.50218005845431,89.50218005845431
1048,univ. nacional del comahue,agronomía,2020-11-28,jones,jennifer,female,1998-12-20,21,3052,cañadita,gjohnson@gmail.com,1998-12-20,2020-11-28,2022-11-14 01:19:50.794925,23.90207998525729,21.9415867540059,1.960493231251391,21.9415867540059,21.9415867540059
1049,univ. nacional del comahue,contador público,2020-09-25,smith,sherry,female,1958-11-24,61,3007,empalme san carlos,karenmccoy@yahoo.com,1958-11-24,2020-09-25,2022-11-14 01:19:50.794925,63.97408693954109,61.83836765984243,2.1357192796986553,61.83836765984243,61.83836765984243
1050,univ. nacional del comahue,licenciatura en ciencias biológicas,2020-10-21,kaiser,sierra,female,1940-05-08,80,2508,armstrong,sarah66@yahoo.com,1940-05-08,2020-10-21,2022-11-14 01:19:50.794925,82.52066900488124,80.45613530736429,2.06453369751695,80.45613530736429,80.45613530736429
1051,univ. nacional del comahue,actuario,2020-12-15,davis,joseph,male,1912-02-27,108,2349,colonia dos rosas y la legua,wooddennis@yahoo.com,1912-02-27,2020-12-15,2022-11-14 01:19:50.794925,110.71563536284889,108.80168655071631,1.913948812132574,108.80168655071631,108.80168655071631
1052,univ. nacional del comahue,licenciatura en planificación y diseño del paisaje,2020-11-04,bennett,thomas,male,2021-05-15,57,8324,cipolletti,tara84@hotmail.com,2021-05-15,2020-11-04,2022-11-14 01:19:50.794925,1.5005248540773202,-0.5256781453417935,2.0262029994191137,,57.21491448898482
1053,univ. nacional del comahue,licenciatura en ciencias de la computación,2020-09-09,calderon,kimberly,female,1955-04-12,65,3181,arroyo moreira,ggraham@gmail.com,1955-04-12,2020-09-09,2022-11-14 01:19:50.794925,67.5936000027799,65.41407421096942,2.1795257918104767,65.41407421096942,65.41407421096942
1054,univ. nacional del comahue,ingeniería en informática,2020-12-22,hamilton,ashley,female,2000-01-16,20,1640,acassuso,peckchris@hotmail.com,2000-01-16,2020-12-22,2022-11-14 01:19:50.794925,22.828820438517795,20.93403697543413,1.894783463083666,20.93403697543413,20.93403697543413
1055,univ. nacional del comahue,licenciatura en administración,2021-01-30,davis,russell,male,1964-12-17,56,6405,30 de agosto,dchan@gmail.com,1964-12-17,2021-01-30,2022-11-14 01:19:50.794925,57.90962291906155,56.12161782925043,1.788005089811115,56.12161782925043,56.12161782925043
1056,univ. nacional del comahue,ingeniería mecánica,2020-09-27,skinner,anthony,male,1914-08-12,106,3044,gobernador crespo,karen55@gmail.com,1914-08-12,2020-09-27,2022-11-14 01:19:50.794925,108.2597327775802,106.12948931189553,2.1302434656846714,106.12948931189553,106.12948931189553
1057,univ. nacional del comahue,licenciatura en gestión de agroalimentos,2020-10-25,ortiz,michael,male,1939-05-15,81,3448,alamo,wbowman@hotmail.com,1939-05-15,2020-10-25,2022-11-14 01:19:50.794925,83.50357762039012,81.44999555090111,2.0535820694890106,81.44999555090111,81.44999555090111
1058,univ. nacional del comahue,contador público,2020-10-05,wallace,mary,female,1992-09-26,28,3401,arroyo pelon,coxmary@hotmail.com,1992-09-26,2020-10-05,2022-11-14 01:19:50.794925,30.133556333163135,28.025216123534364,2.1083402096287713,28.025216123534364,28.025216123534364
1059,univ. nacional del comahue,diseño de imagen y sonido,2020-09-11,bentley,theresa,female,2007-01-17,57,1879,quilmes oeste,holson@gmail.com,2007-01-17,2020-09-11,2022-11-14 01:19:50.794925,15.825254314641192,13.6512043368447,2.174049977796493,,57.21491448898482
1060,univ. nacional del comahue,licenciatura en musicoterapia,2020-12-08,jones,charles,male,2000-06-11,20,5733,cramer,melissa41@yahoo.com,2000-06-11,2020-12-08,2022-11-14 01:19:50.794925,22.426348108490487,20.49323394730898,1.933114161181507,20.49323394730898,20.49323394730898
1061,univ. nacional del comahue,licenciatura en artes,2021-01-20,guerrero,robert,male,1951-06-10,69,7406,aldecon,zporter@hotmail.com,1951-06-10,2021-01-20,2022-11-14 01:19:50.794925,71.43214562657778,69.61676146669679,1.8153841598809919,69.61676146669679,69.61676146669679
1062,univ. nacional del comahue,licenciatura en artes,2020-10-24,blackburn,christine,female,1908-01-04,112,4504,23 de agosto,zjennings@yahoo.com,1908-01-04,2020-10-24,2022-11-14 01:19:50.794925,114.86356447843649,112.80724450194049,2.056319976495999,112.80724450194049,112.80724450194049
1063,univ. nacional del comahue,medicina,2020-12-24,simmons,ashlee,female,1924-11-16,96,3150,algarrobitos 1ro,ysmith@hotmail.com,1924-11-16,2020-12-24,2022-11-14 01:19:50.794925,97.99531940838028,96.10601175931059,1.8893076490696927,96.10601175931059,96.10601175931059
1064,univ. nacional del comahue,licenciatura en musicoterapia,2020-11-10,clark,alfred,male,2007-02-20,57,3448,alamo,ekhan@hotmail.com,2007-02-20,2020-11-10,2022-11-14 01:19:50.794925,15.732165476403583,13.7223899190264,2.009775557377184,,57.21491448898482
1065,univ. nacional del comahue,bioquímica,2020-09-17,stevenson,joseph,male,1924-06-23,96,7172,colonia ferrari,andrew27@hotmail.com,1924-06-23,2020-09-17,2022-11-14 01:19:50.794925,98.3950538314006,96.23743129564605,2.1576225357545553,96.23743129564605,96.23743129564605
1066,univ. nacional del comahue,licenciatura en ciencias antropológicas,2020-11-08,lingston,jennifer,female,1980-11-07,40,9053,aguada grande,charles64@hotmail.com,1980-11-07,2020-11-08,2022-11-14 01:19:50.794925,42.01881065050025,40.00355927910908,2.015251371391166,40.00355927910908,40.00355927910908
1067,univ. nacional del comahue,licenciatura en ciencia y tecnología de alimentos,2020-12-05,orozco,rebecca,female,2007-06-14,57,1915,arbuco,zfreeman@hotmail.com,2007-06-14,2020-12-05,2022-11-14 01:19:50.794925,15.420044077606892,13.478716195404424,1.9413278822024687,,57.21491448898482
1068,univ. nacional del comahue,licenciatura en administración,2020-09-23,lee,chad,male,1909-07-21,111,6065,blaquier,awalker@yahoo.com,1909-07-21,2020-09-23,2022-11-14 01:19:50.794925,113.31938492649496,111.17818983278232,2.141195093712639,111.17818983278232,111.17818983278232
1069,univ. nacional del comahue,ingeniería en informática,2020-12-05,nguyen,deborah,female,1965-05-24,55,4501,abra del trigo,qscott@yahoo.com,1965-05-24,2020-12-05,2022-11-14 01:19:50.794925,57.47703361195736,55.53570572975489,1.9413278822024722,55.53570572975489,55.53570572975489
1070,univ. nacional del comahue,diseño industrial,2020-09-19,espinoza,mark,male,1984-10-04,35,1822,valentin alsina,hfrank@hotmail.com,1984-10-04,2020-09-19,2022-11-14 01:19:50.794925,38.11181735152765,35.95967062978706,2.1521467217405856,35.95967062978706,35.95967062978706
1071,univ. nacional del comahue,licenciatura en planificación y diseño del paisaje,2020-09-23,gray,joseph,male,2007-10-06,57,5615,25 de mayo,jonesryan@yahoo.com,2007-10-06,2020-09-23,2022-11-14 01:19:50.794925,15.107922678810203,12.966727585097573,2.1411950937126303,,57.21491448898482
1072,univ. nacional del comahue,técnico para bioterios,2021-01-19,bennett,louis,male,1954-05-14,66,2717,acevedo,karen93@gmail.com,1954-05-14,2021-01-19,2022-11-14 01:19:50.794925,68.50532303610707,66.68720096921908,1.8181220668879945,66.68720096921908,66.68720096921908
1073,univ. nacional del comahue,licenciatura en administración,2020-09-16,curtis,ryan,male,1958-12-31,61,2344,achaval rodriguez,nelsonamy@yahoo.com,1958-12-31,2020-09-16,2022-11-14 01:19:50.794925,63.87278438028252,61.71242393752096,2.160360442761558,61.71242393752096,61.71242393752096
1074,univ. nacional del comahue,técnico para bioterios,2020-10-26,barrett,colton,male,1926-09-15,94,5431,apeadero guanacache,zhudson@yahoo.com,1926-09-15,2020-10-26,2022-11-14 01:19:50.794925,96.16639752771196,94.11555336522996,2.050844162482008,94.11555336522996,94.11555336522996
1075,univ. nacional del comahue,licenciatura en terapia ocupacional,2020-11-07,garza,alyssa,female,1920-04-20,100,3450,8 de diciembre,markballard@yahoo.com,1920-04-20,2020-11-07,2022-11-14 01:19:50.794925,102.57036201705809,100.55237273865993,2.0179892783981614,100.55237273865993,100.55237273865993
1076,univ. nacional del comahue,actuario,2020-09-22,perez,claudia,female,1917-08-24,103,8308,villa manzano,xrichardson@yahoo.com,1917-08-24,2020-09-22,2022-11-14 01:19:50.794925,105.22613181383693,103.08219881311732,2.1439330007196133,103.08219881311732,103.08219881311732
1077,univ. nacional del comahue,técnico para bioterios,2020-09-14,jackson,michael,male,1973-02-13,47,9225,arenoso,holly00@yahoo.com,1973-02-13,2020-09-14,2022-11-14 01:19:50.794925,49.75066003823579,47.584823781460265,2.1658362567755276,47.584823781460265,47.584823781460265
1078,univ. nacional del comahue,ingeniería electrónica,2020-11-10,boyd,michael,male,1926-12-29,93,2173,campo pesoa,emilychapman@gmail.com,1926-12-29,2020-11-10,2022-11-14 01:19:50.794925,95.87891729197817,93.86914173460099,2.009775557377182,93.86914173460099,93.86914173460099
1079,univ. nacional del comahue,licenciatura en producción de bioimagenes,2020-09-02,carpenter,haley,female,1955-03-29,65,3585,el sombrerito,yshepherd@yahoo.com,1955-03-29,2020-09-02,2022-11-14 01:19:50.794925,67.63193070087773,65.43323956001835,2.198691140859381,65.43323956001835,65.43323956001835
1080,univ. nacional del comahue,licenciatura en planificación y diseño del paisaje,2020-11-02,farley,jared,male,1978-05-12,42,7511,balneario oceano,ujohnson@gmail.com,1978-05-12,2020-11-02,2022-11-14 01:19:50.794925,44.51030602685979,42.4786272134267,2.031678813433089,42.4786272134267,42.4786272134267
1081,univ. nacional del comahue,licenciatura en administración,2021-01-12,robles,brenda,female,1983-09-17,37,6509,del valle,marymckee@yahoo.com,1983-09-17,2021-01-12,2022-11-14 01:19:50.794925,39.160435735204246,37.32314831926734,1.8372874159369061,37.32314831926734,37.32314831926734
1082,univ. nacional del comahue,agronomía,2020-10-07,daniels,paul,male,2021-03-19,57,1763,virrey del pino,cartercasey@gmail.com,2021-03-19,2020-10-07,2022-11-14 01:19:50.794925,1.6565855534756653,-0.4462788421391267,2.102864395614792,,57.21491448898482
1083,univ. nacional del comahue,farmacia,2021-01-15,mccoy,alexander,male,1938-03-01,82,5515,maipu,wendy07@gmail.com,1938-03-01,2021-01-15,2022-11-14 01:19:50.794925,84.70825670346505,82.87918300854912,1.8290736949159339,82.87918300854912,82.87918300854912
1084,univ. nacional del comahue,farmacia,2020-11-20,reed,james,male,1998-10-04,22,3641,arroyo seco,ebarrett@hotmail.com,1998-10-04,2020-11-20,2022-11-14 01:19:50.794925,24.11289882479541,22.130502337488107,1.9823964873073017,22.130502337488107,22.130502337488107
1085,univ. nacional del comahue,técnico para bioterios,2020-12-05,cook,lori,female,1947-03-18,73,5722,acasape,popejason@yahoo.com,1947-03-18,2020-12-05,2022-11-14 01:19:50.794925,75.66221195237503,73.72088407017256,1.9413278822024722,73.72088407017256,73.72088407017256
1086,univ. nacional del comahue,licenciatura en ciencia política,2020-09-19,green,wendy,female,1978-09-09,42,1858,villa numancia,tinamccann@hotmail.com,1978-09-09,2020-09-19,2022-11-14 01:19:50.794925,44.181757186021166,42.02961046428058,2.1521467217405856,42.02961046428058,42.02961046428058
1087,univ. nacional del comahue,licenciatura en ciencia política,2020-11-13,ward,dorothy,female,1927-07-25,93,4151,bajo de los sueldos,harperchristine@hotmail.com,1927-07-25,2020-11-13,2022-11-14 01:19:50.794925,95.30943263452455,93.30787079816834,2.001561836356217,93.30787079816834,93.30787079816834
1088,univ. nacional del comahue,licenciatura en gestión de agroalimentos,2020-09-28,nichols,katherine,female,2006-08-01,57,4235,albigasta,nedwards@hotmail.com,2006-08-01,2020-09-28,2022-11-14 01:19:50.794925,16.28796059882225,14.160455040144562,2.1275055586776865,,57.21491448898482
1089,univ. nacional del comahue,licenciatura en kinesiología y fisiatría,2021-01-12,gonzalez,beverly,female,1911-12-20,109,6105,cañada seca,muellerjoseph@gmail.com,1911-12-20,2021-01-12,2022-11-14 01:19:50.794925,110.9045509463311,109.06726353039419,1.8372874159369132,109.06726353039419,109.06726353039419
1090,univ. nacional del comahue,ingeniería mecánica,2020-09-15,bell,sara,female,1950-06-28,70,5407,dique toma,ihoover@yahoo.com,1950-06-28,2020-09-15,2022-11-14 01:19:50.794925,72.3821993580028,70.21910100823426,2.163098349768532,70.21910100823426,70.21910100823426
1091,univ. nacional del comahue,licenciatura en ciencias biológicas,2020-11-15,burns,glenn,male,1979-12-27,40,3144,alcaraz 1ro,umartinez@yahoo.com,1979-12-27,2020-11-15,2022-11-14 01:19:50.794925,42.88398926470862,40.88790324236637,1.9960860223422472,40.88790324236637,40.88790324236637
1092,univ. nacional del comahue,ingeniería mecánica,2020-10-27,bailey,robert,male,1922-02-07,98,5300,amilgancho,ymitchell@gmail.com,1922-02-07,2020-10-27,2022-11-14 01:19:50.794925,100.76881920645964,98.72071295098462,2.0481062554750196,98.72071295098462,98.72071295098462
1093,univ. nacional del comahue,licenciatura en ciencias geológicas,2020-10-28,rogers,timothy,male,1945-07-14,75,3187,atencio,ccunningham@yahoo.com,1945-07-14,2020-10-28,2022-11-14 01:19:50.794925,77.337811040652,75.29244269218395,2.0453683484680454,75.29244269218395,75.29244269218395
1094,univ. nacional del comahue,agronomía,2020-09-07,valdez,felicia,female,1921-09-18,98,3620,kilometro 184,greenefrederick@yahoo.com,1921-09-18,2020-09-07,2022-11-14 01:19:50.794925,101.157602001452,98.97260039562757,2.1850016058244393,98.97260039562757,98.97260039562757
1095,univ. nacional del comahue,licenciatura en musicoterapia,2020-10-23,stephenson,matthew,male,2020-09-05,57,3020,campo santo domingo,tanner43@yahoo.com,2020-09-05,2020-10-23,2022-11-14 01:19:50.794925,2.190477419838424,0.13141953633544837,2.059057883502976,,57.21491448898482
1096,univ. nacional del comahue,licenciatura en terapia ocupacional,2020-12-14,chase,eric,male,1968-01-19,52,2449,avena,lopezemily@hotmail.com,1968-01-19,2020-12-14,2022-11-14 01:19:50.794925,54.82126381517851,52.904577096038935,1.9166867191395767,52.904577096038935,52.904577096038935
1097,univ. nacional del comahue,licenciatura en terapia ocupacional,2020-09-23,carter,johnny,male,1920-03-28,100,7208,coronel boerr,douglas26@hotmail.com,1920-03-28,2020-09-23,2022-11-14 01:19:50.794925,102.63333387821882,100.49213878450618,2.141195093712639,100.49213878450618,100.49213878450618
1098,univ. nacional del comahue,ingeniería electrónica,2020-09-11,gutierrez,christopher,male,1954-09-08,66,2121,perez,jrush@gmail.com,1954-09-08,2020-09-11,2022-11-14 01:19:50.794925,68.18498791628942,66.01093793849292,2.1740499777965,66.01093793849292,66.01093793849292
